LS,FS,RS,Theta_d,vel_R,vel_L
0.295,0.4719,0.5216,0.9223,0.5177,9.1787
0.6544,0.2316,0.6248,0.6654,2.84,6.4554
0.935,0.886,0.3636,0.2473,7.4174,2.5908
0.9067,0.4033,0.7053,0.3779,6.1829,3.9484
0.3939,0.337,0.0921,0.4352,4.1251,3.9128
0.1322,0.3591,0.4961,0.1486,1.4933,6.959
0.3196,0.0473,0.6872,0.4257,3.8231,3.701
0.1789,0.7951,0.2684,0.2753,3.2911,5.5909
0.5048,0.432,0.223,0.8043,6.5931,2.6408
0.3175,0.0676,0.8132,0.9081,-1.3697,9.1328
0.4499,0.095,0.3904,0.7052,1.4667,6.603
0.6878,0.7384,0.4723,0.091,8.5815,1.6647
0.6129,0.2553,0.8442,0.0377,9.6678,-0.2093
0.6662,0.256,0.8276,0.9236,0.2117,9.2509
0.5386,0.8141,0.7409,0.7034,3.5317,6.7042
0.275,0.8903,0.1102,0.3549,5.9066,2.3241
0.6415,0.071,0.4408,0.3241,6.1586,1.6434
0.4251,0.242,0.4621,0.2711,7.1637,2.2056
0.4319,0.2189,0.2847,0.3214,6.5812,2.6219
0.9959,0.7526,0.2007,0.2305,7.5726,1.4899
0.5592,0.5786,0.1509,0.3774,5.7699,2.8619
0.1612,0.161,0.1321,0.0243,9.9683,-1.5171
0.4139,0.3109,0.1068,0.4377,4.22,3.9749
0.7074,0.1051,0.8555,0.0354,9.8499,-1.6725
0.6372,0.5707,0.8395,0.108,8.0327,2.157
0.9653,0.9251,0.3452,0.4272,5.0178,4.9186
0.6162,0.8043,0.5975,0.1535,7.5715,2.5577
0.5931,0.3454,0.9122,0.4084,5.8612,4.0763
0.1086,0.2351,0.413,0.5327,3.3082,4.9051
0.2728,0.9456,0.1154,0.6977,5.0319,3.2522
0.9569,0.3361,0.6382,0.9431,0.5956,9.3028
0.3259,0.0839,0.0793,0.749,5.5232,2.3733
0.2429,0.828,0.289,0.9906,-0.6168,9.9922
0.702,0.6654,0.4002,0.2336,7.507,2.6171
0.7705,0.6116,0.029,0.123,8.6984,-1.3999
0.4866,0.8859,0.7916,0.8974,1.8245,8.4298
0.2659,0.7643,0.7496,0.3465,4.4612,5.0649
0.8248,0.4196,0.4448,0.9486,1.0583,9.112
0.3068,0.767,0.9331,0.0187,1.2681,8.4908
0.7447,0.1441,0.5347,0.218,7.6485,0.9187
0.1519,0.2617,0.8455,0.4062,4.689,3.9521
0.6164,0.1294,0.1842,0.2297,7.4845,0.9401
0.6447,0.5339,0.929,0.0985,8.273,1.9681
0.3686,0.7744,0.3572,0.0742,9.0857,0.899
0.9077,0.5423,0.5513,0.644,3.9989,6.2339
0.7545,0.7844,0.3283,0.3722,6.1993,3.6643
0.0007,0.0149,0.7104,0.5835,2.3158,4.6165
0.0316,0.7134,0.3086,0.3037,2.7126,4.6187
0.6915,0.6011,0.0941,0.3361,6.0853,1.9742
0.5229,0.2983,0.6834,0.8032,1.7589,7.9549
0.0503,0.5709,0.6451,0.8305,-0.5472,8.1072
0.076,0.0856,0.1159,0.2403,2.2098,5.6497
0.306,0.056,0.8036,0.4197,4.8611,2.7665
0.0789,0.7669,0.2749,0.1072,0.5374,7.3549
0.7257,0.3329,0.0896,0.7976,6.176,1.8343
0.82,0.0137,0.8603,0.4213,3.5995,3.5041
0.822,0.7734,0.9584,0.7912,3.0111,6.2484
0.4844,0.3253,0.6146,0.9612,0.3418,9.5074
0.4078,0.2181,0.8168,0.3768,5.9655,3.2314
0.5561,0.8881,0.0162,0.4045,4.865,2.2704
0.5064,0.8034,0.9265,0.9602,1.3932,8.8622
0.5535,0.105,0.7533,0.5773,4.0398,4.1366
0.874,0.704,0.9511,0.8677,2.5657,7.1358
0.4531,0.2374,0.9844,0.2255,7.6548,1.6827
0.8728,0.0221,0.4062,0.0303,9.9412,-2.73
0.7228,0.8081,0.1845,0.0661,9.4397,-0.5105
0.4332,0.9886,0.2326,0.0751,9.2953,0.0073
0.8477,0.143,0.4475,0.7248,1.5957,6.9613
0.4939,0.6017,0.7963,0.0534,2.4773,7.7791
0.3262,0.0803,0.717,0.6064,2.6034,5.3043
0.7611,0.425,0.4257,0.6722,3.555,6.6265
0.8271,0.6443,0.9584,0.369,5.8788,4.0997
0.8936,0.9123,0.448,0.1372,8.2657,1.9548
0.7908,0.8906,0.9394,0.5003,4.5637,4.5656
0.813,0.7289,0.9002,0.2485,6.2839,3.2741
0.668,0.9916,0.1372,0.971,8.4038,0.0977
0.9827,0.6094,0.3199,0.9101,7.76,2.0636
0.8733,0.1971,0.6448,0.6146,3.2206,5.8122
0.7554,0.0253,0.7471,0.6855,1.1344,6.1169
0.3779,0.3031,0.3808,0.8493,1.318,8.4214
0.7894,0.3266,0.5646,0.0725,9.1727,0.6826
0.8448,0.6924,0.1312,0.7521,5.7549,2.6881
0.8415,0.9223,0.8062,0.4775,4.6219,4.3842
0.974,0.0193,0.3541,0.7114,0.7305,6.4449
0.8463,0.6647,0.1091,0.9353,7.9393,0.2801
0.5482,0.3781,0.077,0.8714,7.0746,0.7961
0.7284,0.9309,0.6036,0.7863,6.2131,3.9007
0.2137,0.3926,0.7663,0.095,1.4631,7.7
0.4472,0.2031,0.5084,0.8756,0.3156,8.7654
0.8475,0.8447,0.307,0.2307,7.6096,2.1504
0.025,0.0009,0.2074,0.3592,5.4113,1.5241
0.756,0.465,0.1508,0.6532,4.6475,3.9833
0.4841,0.5757,0.7477,0.2573,4.1449,6.1085
0.5459,0.8796,0.5985,0.4529,5.8822,4.3465
0.673,0.4467,0.9658,0.8482,2.0782,8.1402
0.8873,0.9327,0.5183,0.5153,5.3996,4.8527
0.8848,0.4721,0.1905,0.9352,8.0225,0.957
0.3378,0.6534,0.6987,0.8949,1.0797,8.8259
0.9681,0.4229,0.2113,0.6508,4.8582,4.2864
0.6388,0.3819,0.3513,0.0289,9.5384,0.4237
0.7372,0.9903,0.7214,0.4515,5.0958,4.5073
0.807,0.8316,0.9611,0.9391,2.1971,6.8029
0.1979,0.7934,0.071,0.6451,4.1567,3.6453
0.6341,0.1971,0.997,0.7699,1.4627,7.5701
0.1635,0.6146,0.2727,0.4938,1.9017,6.8449
0.3293,0.797,0.1711,0.9104,7.72,1.0944
0.778,0.3887,0.9608,0.2921,6.9782,3.113
0.0036,0.3211,0.2194,0.3226,2.7636,4.2066
0.7017,0.9976,0.7614,0.4718,5.4603,4.2535
0.1743,0.0507,0.8446,0.0984,9.043,-1.4779
0.8028,0.4579,0.6076,0.2908,6.9157,3.3171
0.5658,0.4423,0.3885,0.6953,5.6967,4.3935
0.4331,0.3219,0.9474,0.5041,1.0306,8.8032
0.8881,0.3966,0.1914,0.9295,7.9573,1.0294
0.6259,0.0983,0.1271,0.0134,10.1263,-2.0217
0.8748,0.3711,0.2529,0.9188,7.8645,1.5775
0.9478,0.418,0.8749,0.6482,3.7517,6.4155
0.4213,0.733,0.8845,0.1675,3.2268,6.9465
0.8836,0.9559,0.5107,0.6433,5.2735,4.9808
0.4684,0.5056,0.4338,0.3243,6.6525,3.5454
0.985,0.8176,0.6135,0.0925,7.9283,2.1568
0.8547,0.5423,0.1508,0.6694,4.8395,3.7912
0.9011,0.3797,0.7084,0.8315,1.9229,8.1406
0.5261,0.1769,0.9977,0.4169,5.3934,3.4712
0.3059,0.6543,0.8322,0.9401,0.4145,9.3394
0.916,0.2337,0.9991,0.2542,7.3396,1.9712
0.2036,0.2631,0.8887,0.9991,-1.0697,10.1549
0.0826,0.966,0.6141,0.6288,2.335,5.5983
0.8638,0.1144,0.6684,0.6372,2.4534,5.8205
0.0747,0.7259,0.0036,0.9166,7.4929,-0.5227
0.5412,0.7814,0.728,0.8849,2.1241,8.1097
0.9047,0.5473,0.4168,0.1418,8.3092,1.8549
0.3459,0.6493,0.8701,0.6931,3.0927,6.8468
0.3033,0.2427,0.4818,0.9395,-0.0659,9.4392
0.0997,0.5239,0.5896,0.2805,2.8813,5.2387
0.6378,0.6671,0.486,0.0951,8.4956,1.7577
0.7337,0.5983,0.0989,0.8763,7.1886,0.9232
0.1353,0.6346,0.2793,0.5064,0.1835,8.2996
0.1682,0.254,0.0626,0.508,6.3548,1.3508
0.2476,0.877,0.9891,0.3231,4.1442,5.263
0.3733,0.3101,0.467,0.8042,1.817,7.9584
0.2145,0.3767,0.4285,0.8256,0.9632,8.206
0.9034,0.6591,0.4987,0.5631,4.1035,6.1529
0.4769,0.7016,0.958,0.0769,2.6176,7.6316
0.6568,0.6986,0.3851,0.2332,7.5292,2.5508
0.2542,0.539,0.9884,0.5264,3.6994,5.7509
0.2815,0.7859,0.8751,0.1363,2.3269,7.2926
0.8994,0.6073,0.5886,0.0679,8.2396,1.9122
0.6045,0.5606,0.4411,0.7683,6.3594,3.8509
0.3739,0.2473,0.0453,0.2008,7.6901,-0.1906
0.8475,0.3099,0.1502,0.9304,7.9309,0.6937
0.4181,0.74,0.5961,0.2668,4.1099,6.0573
0.1313,0.7304,0.3263,0.9215,-0.8678,9.3119
0.0049,0.0873,0.8272,0.445,4.9961,1.9916
0.2249,0.099,0.1301,0.0502,9.6682,-1.5554
0.0176,0.8214,0.282,0.0999,-0.152,7.3059
0.84,0.2041,0.8994,0.8947,0.109,8.9802
0.9027,0.596,0.9453,0.028,8.4884,1.645
0.6021,0.8921,0.9318,0.1663,3.5577,6.5593
0.3376,0.2177,0.1609,0.544,2.8944,5.8286
0.0229,0.6457,0.2657,0.5725,3.5393,3.6822
0.7891,0.6297,0.4111,0.4614,5.4734,4.6774
0.4456,0.2671,0.5745,0.3782,6.0533,3.48
0.5541,0.8707,0.1798,0.2074,7.8153,1.074
0.5292,0.3254,0.0176,0.1119,8.8378,-1.684
0.9406,0.6796,0.2504,0.4796,6.1918,3.2339
0.1796,0.7646,0.3296,0.1915,2.3296,6.5586
0.3543,0.9674,0.2852,0.4636,5.3429,4.2981
0.5727,0.6956,0.3359,0.9283,7.9286,1.9689
0.2559,0.6829,0.2915,0.0532,1.2955,8.1671
0.086,0.3061,0.1918,0.7034,1.4171,6.5541
0.9889,0.5311,0.6648,0.1416,7.9453,2.2978
0.8077,0.3956,0.6974,0.6892,3.3121,6.7987
0.2042,0.7077,0.1135,0.141,8.5467,-0.2821
0.9711,0.266,0.8639,0.3363,6.4939,3.0323
0.2063,0.1843,0.217,0.7914,1.1248,7.8024
0.5548,0.529,0.4154,0.4988,9.2328,0.9282
0.092,0.7761,0.5592,0.2108,1.9553,6.0816
0.4886,0.6901,0.1791,0.3443,6.2369,2.6462
0.683,0.8586,0.705,0.6837,3.7269,6.0824
0.4423,0.6699,0.6015,0.3932,5.2649,4.9474
0.0662,0.3169,0.9818,0.8309,-0.3896,8.1373
0.5582,0.3343,0.4867,0.6758,3.2153,6.675
0.318,0.5204,0.1045,0.3006,6.5602,1.61
0.0593,0.3503,0.4864,0.9305,-1.752,9.4187
0.208,0.3523,0.95,0.3647,4.4434,4.6756
0.718,0.9007,0.3831,0.9987,8.5279,1.546
0.5729,0.1233,0.9563,0.5576,4.0177,4.3464
0.7763,0.3216,0.8924,0.0841,9.0673,0.7645
0.9694,0.8577,0.1076,0.2593,7.0798,1.1233
0.2346,0.9011,0.418,0.4275,5.9654,3.3515
0.9904,0.2544,0.7779,0.7768,1.7687,7.6836
0.6598,0.1747,0.4766,0.7595,1.4207,7.4244
0.139,0.3173,0.556,0.6267,2.742,5.777
0.0433,0.6974,0.1479,0.2388,1.9403,5.5356
0.8584,0.7403,0.3002,0.7569,6.2059,3.5182
0.1323,0.2661,0.6081,0.5885,3.1602,5.2931
0.1359,0.6137,0.8925,0.041,0.2273,8.262
0.7835,0.2271,0.2051,0.3794,5.9038,3.1926
0.8344,0.4264,0.1897,0.6649,4.9392,4.0332
0.2619,0.7273,0.9004,0.4393,5.9608,3.5398
0.98,0.8581,0.2194,0.9183,7.8489,1.3583
0.0709,0.4696,0.0067,0.3184,5.9965,1.0148
0.4722,0.5797,0.5619,0.9354,1.443,8.8031
0.3848,0.5686,0.9178,0.6932,3.2383,6.8407
0.5244,0.0027,0.8132,0.0309,9.9389,-2.9799
0.1937,0.9646,0.3393,0.1519,1.9679,7.0373
0.8403,0.1311,0.5066,0.0642,9.4877,-1.0457
0.7577,0.1239,0.5127,0.0655,9.4736,-1.1034
0.7012,0.0587,0.93,0.1114,8.8784,-1.2189
0.6611,0.4894,0.8315,0.336,6.4875,3.7679
0.8687,0.8343,0.3964,0.3984,5.9939,4.12
0.4383,0.5127,0.7414,0.5985,4.2382,5.968
0.6147,0.5811,0.762,0.1258,7.8515,2.3178
0.1673,0.0621,0.5506,0.3969,5.1856,2.5138
0.7707,0.7614,0.263,0.677,5.3031,4.2046
0.9417,0.2953,0.2979,0.505,1.076,8.6215
0.7914,0.4184,0.5097,0.7299,3.0184,7.1498
0.7723,0.1493,0.3989,0.9732,-1.3053,9.9217
0.4291,0.07,0.4983,0.6409,2.0878,5.7029
0.041,0.9469,0.048,0.7222,0.7868,6.6603
0.6517,0.1677,0.3689,0.5727,4.3311,4.4525
0.2082,0.0057,0.1534,0.4531,3.8572,3.1418
0.7971,0.5334,0.4708,0.6312,5.1737,5.0715
0.5431,0.5556,0.8285,0.3223,4.7064,5.5254
0.1859,0.7627,0.9726,0.4539,5.5884,3.3531
0.4329,0.3484,0.3582,0.2008,7.8784,2.0713
0.5981,0.0207,0.2886,0.8335,-0.9062,8.1001
0.9897,0.122,0.1777,0.6304,2.5876,5.7642
0.5924,0.7014,0.6306,0.7639,3.1504,6.9922
0.2845,0.0279,0.2075,0.4315,3.7324,3.5527
0.158,0.7011,0.01,0.0253,10.0133,-2.9579
0.2466,0.1997,0.2776,0.1768,8.1779,0.8765
0.3439,0.4151,0.1444,0.8465,6.9239,1.6463
0.5709,0.0897,0.3378,0.7647,0.6749,7.3364
0.0697,0.5964,0.1915,0.9602,-2.0156,9.8033
0.0589,0.7687,0.2689,0.8624,-0.8731,8.5357
0.798,0.6334,0.3798,0.6734,5.4842,4.5794
0.3415,0.4067,0.1301,0.5331,2.7036,5.7282
0.1237,0.3329,0.9092,0.8474,-0.0427,8.4109
0.7054,0.6626,0.9723,0.2231,6.7829,3.1207
0.4609,0.918,0.7849,0.4708,5.5096,4.7263
0.3232,0.6367,0.251,0.0863,9.1537,0.276
0.8398,0.558,0.6637,0.5558,4.9906,5.2207
0.8237,0.507,0.7554,0.9987,1.0834,9.172
0.4876,0.1577,0.5107,0.8484,0.2479,8.4465
0.1555,0.802,0.3039,0.1423,1.5913,7.0825
0.5595,0.2077,0.049,0.3435,5.8265,1.7181
0.1826,0.096,0.9152,0.7922,0.3863,7.6937
0.4649,0.6403,0.6414,0.3132,4.5925,5.6475
0.0121,0.7687,0.5579,0.0371,-1.0644,8.1465
0.9488,0.7736,0.2813,0.5008,8.4768,1.1416
0.0797,0.4991,0.8421,0.3471,3.5952,4.3063
0.6634,0.1396,0.1698,0.8376,0.2187,8.3054
0.6232,0.3826,0.4325,0.2388,7.4803,2.5925
0.4125,0.579,0.2727,0.0728,9.2678,0.2994
0.6792,0.6233,0.3248,0.5215,5.2634,4.5838
0.3652,0.3604,0.4344,0.3879,6.0727,3.9232
0.5151,0.2441,0.8233,0.1829,8.1182,1.2654
0.0516,0.8686,0.9448,0.5026,-1.8112,9.3866
0.9709,0.0604,0.8215,0.8588,-0.8098,8.4898
0.035,0.5901,0.1928,0.2652,2.2248,5.1485
0.1632,0.8987,0.3158,0.3335,3.8852,4.8584
0.4429,0.1584,0.2982,0.549,4.0773,4.6233
0.8521,0.8844,0.5396,0.2958,6.7105,3.5254
0.4395,0.928,0.8195,0.0299,2.0734,8.1348
0.7527,0.5849,0.776,0.5641,5.0142,5.1458
0.5751,0.8583,0.2799,0.3687,6.1741,3.4361
0.2628,0.5036,0.8852,0.7419,2.1902,7.3155
0.6042,0.084,0.009,0.3672,5.3384,1.7036
0.0203,0.4793,0.2409,0.8486,-1.1137,8.3025
0.1356,0.5801,0.7354,0.8012,0.6212,7.8649
0.1437,0.2759,0.1461,0.8681,-0.1094,8.6735
0.7005,0.4754,0.4227,0.6772,5.5538,4.6226
0.9336,0.0771,0.6384,0.5734,3.8722,3.9996
0.7853,0.8324,0.9231,0.4168,4.8131,4.3582
0.6987,0.0083,0.9966,0.8395,-1.127,8.1598
0.3732,0.2661,0.5873,0.6196,3.5014,6.0258
0.1219,0.221,0.5299,0.2072,2.1285,6.2223
0.5839,0.7361,0.8511,0.8172,2.746,7.416
0.2548,0.0587,0.8376,0.1128,8.8602,-1.2007
0.5912,0.7314,0.0244,0.0263,9.9931,-2.7531
0.8277,0.8771,0.4973,0.4564,5.3914,4.865
0.4866,0.5231,0.0269,0.052,9.6487,-2.3769
0.2889,0.0926,0.5,0.1023,9.0153,-0.9722
0.4654,0.479,0.1678,0.523,4.7905,3.9942
0.0669,0.0119,0.6728,0.1011,8.9792,-1.8992
0.897,0.544,0.762,0.4633,5.4992,4.7316
0.5745,0.3397,0.6968,0.3564,6.3641,3.5498
0.4871,0.18,0.9558,0.7317,1.7796,7.1117
0.4864,0.8667,0.1898,0.9589,8.2918,0.6815
0.4351,0.1694,0.6334,0.3443,6.212,2.587
0.2336,0.4809,0.255,0.7441,1.9917,7.3181
0.8175,0.2174,0.2947,0.2999,6.8169,2.3749
0.8693,0.5741,0.8077,0.6989,3.6087,6.5738
0.1219,0.6846,0.074,0.9928,8.6198,-0.7829
0.5898,0.293,0.7702,0.4358,4.9331,4.7521
0.1506,0.416,0.692,0.8874,-0.2759,8.9047
0.9487,0.4989,0.9443,0.3875,6.0507,4.2057
0.5711,0.7801,0.4568,0.0823,8.7123,1.5195
0.6575,0.1596,0.0479,0.2236,7.3967,0.1345
0.5055,0.2673,0.0532,0.9799,8.4301,-0.8352
0.965,0.1514,0.3801,0.6624,2.3964,6.2395
0.2578,0.534,0.5435,0.0022,0.7648,8.7101
0.2427,0.9176,0.3216,0.2928,3.7968,5.5766
0.8137,0.2241,0.6428,0.2745,7.1066,2.1345
0.1917,0.8091,0.8948,0.5931,3.4361,5.5526
0.0984,0.3041,0.2597,0.0477,-0.032,8.1376
0.7222,0.2069,0.3748,0.4818,6.329,2.7818
0.2447,0.0007,0.9251,0.2784,6.5249,0.4074
0.4826,0.4136,0.7996,0.8244,2.1473,8.0096
0.8084,0.033,0.3852,0.8998,-1.6549,9.0036
0.0453,0.1477,0.1738,0.7143,0.9302,6.5693
0.2856,0.7366,0.4614,0.2518,3.5449,6.0982
0.14,0.427,0.9777,0.3408,3.8537,4.6745
0.1473,0.1551,0.1814,0.7093,1.8118,6.7861
0.6511,0.0847,0.291,0.8775,-0.7964,8.7533
0.9771,0.7929,0.6782,0.0658,7.7225,2.1103
0.087,0.0883,0.9458,0.5484,3.687,4.2956
0.83,0.4573,0.756,0.7508,2.9597,7.2721
0.9691,0.426,0.5899,0.423,5.1266,5.057
0.0304,0.7611,0.6764,0.1618,0.8072,6.5087
0.2192,0.0327,0.4987,0.8119,-0.4863,7.8309
0.4532,0.325,0.6447,0.2997,6.9169,2.9313
0.9381,0.6194,0.8814,0.5553,4.6458,5.4209
0.0774,0.0457,0.7224,0.3252,6.0546,1.4501
0.97,0.1683,0.2667,0.2083,7.7935,0.9963
0.002,0.4774,0.8492,0.0866,-0.4989,7.4486
0.2247,0.5406,0.9706,0.5394,4.1559,5.0903
0.0194,0.8944,0.5579,0.2745,2.2284,4.948
0.5857,0.6534,0.6358,0.3843,5.1468,5.0111
0.1916,0.513,0.292,0.5422,4.0895,4.8992
0.2625,0.8571,0.2874,0.5319,4.032,5.4726
0.9007,0.2803,0.2746,0.2492,7.418,2.1615
0.216,0.0494,0.1667,0.0481,9.6995,-2.1508
0.7505,0.7461,0.7459,0.7354,5.3667,4.0835
0.9474,0.3833,0.1509,0.0856,9.2275,-0.5957
0.5904,0.5737,0.534,0.337,6.4008,3.8403
0.3662,0.5969,0.7836,0.2756,4.062,5.9555
0.3816,0.6111,0.3306,0.8603,7.2613,2.6125
0.87,0.7219,0.5645,0.5164,5.3586,4.8424
0.3006,0.123,0.6594,0.9532,-1.3374,9.6984
0.7385,0.9067,0.7573,0.3329,4.5009,4.9976
0.3202,0.057,0.5399,0.4045,5.0639,2.5761
0.795,0.0583,0.8725,0.7653,0.3825,7.2729
0.6817,0.8539,0.6441,0.1343,7.4723,2.5072
0.7078,0.8843,0.4481,0.2118,7.6168,2.6038
0.9094,0.8347,0.3924,0.1988,7.8391,2.2635
0.5042,0.4519,0.1246,0.0614,9.524,-1.1466
0.6014,0.2643,0.011,0.0089,10.2356,-3.1679
0.4491,0.2356,0.413,0.3672,6.1101,3.214
0.4626,0.0064,0.4505,0.1267,8.6237,-1.6155
0.4085,0.546,0.8265,0.1181,2.7364,7.4082
0.6998,0.7793,0.4883,0.0784,8.6254,1.6289
0.1087,0.5666,0.292,0.3309,3.5616,4.6528
0.4576,0.912,0.7823,0.7787,2.7207,7.5122
0.5714,0.5123,0.5702,0.2061,7.4969,2.7574
0.7488,0.8733,0.542,0.0948,8.2659,1.967
0.5754,0.2403,0.257,0.6584,2.9624,6.3945
0.4812,0.4627,0.3312,0.1179,8.7143,1.1626
0.2698,0.1691,0.522,0.6457,2.704,6.0919
0.6362,0.2341,0.3741,0.5804,3.7811,5.5328
0.891,0.8084,0.7276,0.3051,5.9519,3.6142
0.689,0.0234,0.6139,0.5651,3.5006,3.727
0.7274,0.8061,0.01,0.5598,1.8196,5.2358
0.9441,0.2966,0.6512,0.6534,3.2826,6.422
0.197,0.1693,0.6009,0.0373,9.7832,-0.9853
0.3832,0.0377,0.2859,0.3733,5.3866,2.0206
0.6895,0.6954,0.4535,0.5355,4.0333,6.1944
0.2482,0.6679,0.6467,0.2215,3.0537,6.3575
0.879,0.5184,0.3572,0.9061,7.6922,2.2924
0.5889,0.6364,0.3719,0.7182,5.8992,4.1388
0.4299,0.4513,0.5929,0.6221,4.0128,6.178
0.0757,0.1363,0.1292,0.3304,3.358,4.4984
0.4838,0.8206,0.919,0.4912,3.7866,6.4668
0.5967,0.3597,0.6814,0.8815,1.3411,8.6527
0.7947,0.8947,0.2752,0.6603,5.1589,4.4237
0.4142,0.6736,0.7983,0.1493,3.0399,7.118
0.883,0.1876,0.5132,0.0458,9.669,-0.7141
0.6782,0.8279,0.7703,0.7385,3.3763,6.4566
0.7107,0.6779,0.8625,0.0581,7.7749,2.06
0.9773,0.5391,0.1452,0.1438,8.5348,0.0436
0.2736,0.6607,0.8887,0.5813,3.9354,5.6379
0.2246,0.0753,0.8869,0.5037,-1.175,9.0263
0.5748,0.1377,0.8585,0.8067,0.5729,7.9338
0.8281,0.4146,0.4158,0.35,6.4348,3.7241
0.0387,0.1323,0.6575,0.085,-0.1358,7.5553
0.5929,0.589,0.749,0.9696,1.641,8.5098
0.5329,0.0733,0.1442,0.6433,2.0823,5.7464
0.6872,0.8904,0.6389,0.1513,7.3841,2.6149
0.0207,0.7003,0.3305,0.6017,2.2248,4.9691
0.4589,0.7316,0.2407,0.6627,5.0868,4.2732
0.6289,0.518,0.3665,0.1463,8.3763,1.6422
0.8181,0.0326,0.6984,0.2011,7.6609,-0.3173
0.5271,0.4959,0.5896,0.589,4.3975,5.8589
0.0366,0.0916,0.5845,0.5006,-2.7521,10.145
0.9037,0.7449,0.0397,0.6473,4.009,3.4228
0.6822,0.5933,0.6898,0.1242,7.8046,2.3359
0.6095,0.3864,0.4833,0.6993,3.1872,6.8969
0.7687,0.8881,0.2756,0.1306,8.6586,0.926
0.8724,0.8166,0.8466,0.7701,3.0679,5.8521
0.5535,0.5211,0.5808,0.7178,3.3894,6.8608
0.4433,0.7984,0.8864,0.8237,2.2784,7.9349
0.5491,0.6316,0.5772,0.3296,4.7622,5.4624
0.4965,0.5397,0.1326,0.2826,6.8525,1.6039
0.5438,0.7659,0.6061,0.8172,2.6571,7.5737
0.5664,0.7177,0.1805,0.4524,4.735,4.1604
0.2795,0.1557,0.0316,0.9821,8.4324,-1.1011
0.3225,0.0183,0.7576,0.3923,5.0414,2.1217
0.2007,0.4001,0.4272,0.7549,1.6573,7.4052
0.8677,0.013,0.8428,0.5122,0.3591,6.7353
0.6687,0.7191,0.8192,0.4967,5.7354,4.1415
0.4265,0.0504,0.6449,0.2481,7.0808,0.4802
0.5855,0.7994,0.2477,0.8041,6.63,2.7782
0.8453,0.3909,0.8129,0.8867,1.4662,8.6313
0.0233,0.8364,0.6215,0.0575,-0.6636,7.8903
0.9381,0.2914,0.8396,0.5117,2.3494,7.3265
0.3562,0.5907,0.6444,0.6534,3.5156,6.4649
0.9589,0.4199,0.5872,0.6788,3.4815,6.6887
0.4986,0.5803,0.1708,0.0241,9.9359,-1.1247
0.7332,0.105,0.4544,0.8951,-0.8091,8.9855
0.3225,0.1673,0.4611,0.8044,0.8433,7.9372
0.4422,0.717,0.6857,0.5864,4.3505,5.8607
0.6772,0.3889,0.3029,0.9105,7.7722,1.9663
0.7471,0.2547,0.6225,0.5956,3.7067,5.7477
0.7148,0.5249,0.4674,0.9509,7.8901,2.3519
0.4259,0.215,0.032,0.9111,7.4848,-0.1484
0.1079,0.9516,0.1781,0.3765,4.1208,4.0854
0.6348,0.1627,0.0799,0.3511,5.8463,2.0573
0.8918,0.9641,0.8369,0.9372,5.9208,2.8218
0.0773,0.3517,0.0453,0.9055,7.44,0.0595
0.151,0.9877,0.9307,0.0171,0.0754,8.5574
0.4896,0.1017,0.3649,0.295,6.6226,1.5189
0.0557,0.8346,0.0149,0.0078,10.2494,-3.1305
0.838,0.612,0.049,0.3249,6.0706,1.474
0.7995,0.3133,0.4963,0.6057,3.8333,5.9585
0.4655,0.9003,0.077,0.2931,6.5748,1.2959
0.4158,0.0047,0.8762,0.322,5.9398,1.0459
0.2349,0.4954,0.3212,0.6657,2.8545,6.4644
0.1146,0.2246,0.0263,0.9776,8.3638,-1.0992
0.2643,0.2039,0.0976,0.4171,5.0857,3.0117
0.0453,0.7954,0.4302,0.0276,-0.8244,8.3239
0.4473,0.7599,0.1274,0.9587,8.2464,0.1587
0.4186,0.35,0.8945,0.1778,8.1002,1.8568
0.185,0.2136,0.0918,0.2039,7.7388,0.296
0.1575,0.8326,0.2148,0.4773,4.4133,4.279
0.19,0.9964,0.4241,0.808,0.978,7.9973
0.9567,0.9693,0.5344,0.9684,7.8128,2.4282
0.2045,0.5669,0.7876,0.4806,4.3022,4.7901
0.4259,0.2331,0.7885,0.0766,9.2785,0.0282
0.6109,0.4694,0.3343,0.943,8.0745,1.8158
0.6301,0.0796,0.4931,0.6894,1.5428,6.3577
0.3313,0.3743,0.3245,0.3935,5.9839,3.8623
0.3658,0.6746,0.3015,0.8751,7.412,2.3193
0.1836,0.746,0.2413,0.3575,4.2595,4.6625
0.5521,0.6913,0.8067,0.8908,2.1128,8.1077
0.9178,0.9976,0.0173,0.1668,8.0921,-0.9423
0.5812,0.647,0.7803,0.7983,2.8805,7.2877
0.1346,0.7766,0.8912,0.4011,4.5514,3.9245
0.6321,0.4386,0.3681,0.7809,6.4915,3.5331
0.2476,0.08,0.8744,0.8895,-0.9973,8.9019
0.6695,0.1484,0.5848,0.9261,-0.755,9.3632
0.4285,0.7797,0.6893,0.1131,2.7654,7.4233
0.699,0.9093,0.8,0.0443,2.7923,6.9359
0.6671,0.8776,0.672,0.7549,3.269,6.6151
0.052,0.2944,0.0922,0.211,1.6449,5.9356
0.0403,0.4874,0.7604,0.7391,0.5572,6.8818
0.6165,0.9849,0.5126,0.9634,7.8525,2.4019
0.4309,0.8019,0.7356,0.2547,4.0293,6.1635
0.0471,0.2866,0.2257,0.4405,5.2486,2.2724
0.5574,0.657,0.3485,0.9689,8.31,1.6407
0.9636,0.1261,0.8125,0.9393,-1.1362,9.529
0.3992,0.1434,0.9285,0.3429,6.1569,2.4041
